Name,description,timestamp,begin,end,altitudeMode,tessellate,extrude,visibility,drawOrder,icon,atr_gr_id,atr_gr_tipo,atr_gr_visible,atr_gr_tiene_q,atr_gr_alerta,equip_a_codigo,equip_a_observaciones,equip_a_estado_fecha,equip_a_fecha_declaracion,estado_id,equip_b_senalizacion_ext,equip_b_acceso_modo,equip_b_nombre,cerramiento_id,acc_id,acc_dis_id,equip_b_tiene_interes,equip_b_superficie_aprox,cerramiento_material_id,web,aparcamiento_firme,aparcamiento_delimitacion,aparcamiento_aparcabicicletas,OGR_GEOM_WKT
,,,,,,-1,-1,-1,,,81649,5,true,false,,LNUAP00001,,2010-06-13T22:00:00Z,2010-03-01T23:00:00Z,3,false,Pista forestal desde Covaleda,Bocalprado,1,1,2,false,0,4,,9,false,false,POINT (-2.838616685922138 41.946160515487534)
,,,,,,-1,-1,-1,,,81650,5,true,false,,LNUAP00011,,2010-06-13T22:00:00Z,2010-03-01T23:00:00Z,4,false,Pista forestal desde Covaleda,El Muchachón,1,1,2,false,0,4,,1,false,false,POINT (-2.855369174900798 41.97504907389407)
,,,,,,-1,-1,-1,,,81651,5,true,false,,LNUAP00002,,2010-06-13T22:00:00Z,2010-03-01T23:00:00Z,3,false,Pista forestal desde Duruelo,Castroviejo,3,1,2,false,600,4,,9,false,false,POINT (-2.921715471263481 41.988216633075702)
,,,,,,-1,-1,-1,,,81652,5,true,false,,LNUAP00004,,2010-06-13T22:00:00Z,2010-03-01T23:00:00Z,3,false,Pista forestal desde Duruelo,Fuente el Berro,1,1,2,false,0,4,,9,false,false,POINT (-2.921121312658173 41.99827802009542)
,,,,,,-1,-1,-1,,,78521,5,true,true,false,FCCAP00004,Da servicio al Mirador de las Matas. Tiene una extensión de 15x5m a la izqda. del mismo y de 4x5 a la dcha. Aparcabicicldetas de madera. Otras dotaciones: Papelera.,2009-12-17T23:00:00Z,2008-08-26T22:00:00Z,1,true,,Aparcamiento Alto de las Matas,3,1,1,false,0,9,,6,true,true,POINT (-4.488052030010882 42.887940721312404)
,,,,,,-1,-1,-1,,,81654,5,true,false,,LNUAP00008,Hay dispuestas 8 papaeleras.,2010-06-13T22:00:00Z,2008-01-14T23:00:00Z,1,true,Pista forestal a la Laguna,Casa del Parque La Laguna Negra y Circos Glaciares de Urbión,3,1,1,false,700,23,,1,true,true,POINT (-2.775174680874516 41.931066739352424)
,,,,,,-1,-1,-1,,,81655,5,true,false,,LNUAP00003,,2010-06-13T22:00:00Z,2010-03-01T23:00:00Z,3,true,Pista forestal a la Laguna,Cruce Pista Tejeros,1,1,2,false,0,4,,1,false,false,POINT (-2.812603700520543 41.996287802208656)
,,,,,,-1,-1,-1,,,81656,5,true,false,,LNUAP00005,,2010-06-13T22:00:00Z,2010-03-01T23:00:00Z,1,false,Pista forestal a la Laguna,Laguna Negra,1,1,3,false,900,4,,4,false,false,POINT (-2.843603317381153 41.998784008169238)
,,,,,,-1,-1,-1,,,81657,5,true,false,,LNUAP00006,,2010-06-13T22:00:00Z,2010-03-01T23:00:00Z,3,true,Pista forestal a la Laguna,Paso de la Serrá,1,1,2,false,5400,4,,4,false,false,POINT (-2.826700118167844 41.998453511203422)
,,,,,,-1,-1,-1,,,81658,5,true,false,,LNUAP00007,,2010-06-13T22:00:00Z,2010-03-01T23:00:00Z,3,false,Pista forestal a la Laguna,Raso de las Pinadas,1,1,2,false,0,4,,9,false,false,POINT (-2.799961342802908 41.996608717452595)
,,,,,,-1,-1,-1,,,81659,5,true,false,,LNUAP00010,,2010-06-13T22:00:00Z,2010-03-01T23:00:00Z,1,true,Carretera a Montenegro,Punto de nieve Santa Inés,3,1,1,false,0,23,,4,true,false,POINT (-2.784273454212801 42.03705566759718)
,,,,,,-1,-1,-1,,,89552,5,true,true,,VLIAP00003,,2010-01-10T23:00:00Z,2007-03-31T22:00:00Z,1,true,,Las Barrancas,1,1,2,false,100,1,,6,false,false,POINT (-4.524539472666373 40.355493069693807)
,,,,,,-1,-1,-1,,,89553,5,true,true,,VLIAP00004,,2010-01-10T23:00:00Z,1997-06-16T22:00:00Z,1,true,,Siempreverde,3,1,1,false,5000,37,,3,false,false,POINT (-4.572007662700143 40.407686230574839)
,,,,,,-1,-1,-1,,,89049,5,false,false,,SGRAP00039,En la entrada del campamento.,2010-06-30T22:00:00Z,1996-06-19T22:00:00Z,3,true,"Carretera de Mombeltrán a Ramacastañas, N 502. Desviarse por la pista forestal hacia el campamento de Playas Blancas",Los Sauces,4,1,2,false,200,4,,9,false,false,POINT (-5.033532273227042 40.22135264153053)
,,,,,,-1,-1,-1,,,89050,5,true,false,,SGRAP00040,En el Area Recreativa de Playas Blancas,2010-06-30T22:00:00Z,1996-06-19T22:00:00Z,3,true,"Carretera de Mombeltrán a Ramacastañas, N 502. Desviarse por la pista forestal hacia el campamento de Playas Blancas",Playas Blancas,3,1,2,false,600,31,,9,true,false,POINT (-5.034122235468645 40.21976264820249)
,,,,,,-1,-1,-1,,,78518,5,true,true,false,FCCAP00001,"Aparcamiento junto a la carretera, da servicio al Mirador del Alto de la Varga. Tiene forma alargada, plazas delimitadas por bordillos de piedra y está rodeado de pequeñas zonas ajardinadas. 2aparcabicicletas metálicos. Otras dotaciones: caseta para contenedor, 25 tramos de talanquera de madera de rollizos de madera.",2009-12-17T23:00:00Z,2006-08-01T22:00:00Z,1,true,,Aparcamiento Alto de la Varga,3,1,1,true,1100,3,,1,true,true,POINT (-4.64541526744149 42.908758136980197)
,,,,,,-1,-1,-1,,,72318,5,true,false,false,AGRAP00002,Propuesta de Fundación pendiente de adjudicación,2010-06-15T22:00:00Z,2008-12-08T23:00:00Z,2,true,"A las afueras de Torrearevalo, en la pista al Acebal",Aparcamiento de La Fuentona,1,1,2,true,0,1,,1,true,false,POINT (-2.391930386915018 41.960353189873132)
,,,,,,-1,-1,-1,,,82492,5,true,false,,LSNAP00001,APR.01,2010-05-31T22:00:00Z,1990-01-14T23:00:00Z,1,false,Carretera,Aparcamiento Los Robles,1,1,2,true,1400,1,,2,true,false,POINT (-6.714044698505255 42.116820458575447)
,,,,,,-1,-1,-1,,,82493,5,true,false,,LSNAP00002,APR.02,2010-05-31T22:00:00Z,2002-01-14T23:00:00Z,1,true,Carretera,Aparcamiento Playas de Viquiella,1,1,1,true,1800,1,,11,true,false,POINT (-6.720571480670846 42.117320739018304)
,,,,,,-1,-1,-1,,,82494,5,true,false,,LSNAP00003,APR.03,2010-05-31T22:00:00Z,1990-01-14T23:00:00Z,1,true,Carretera,Aparcamiento Playa de Custa Llago,2,1,1,true,1600,4,,5,true,false,POINT (-6.723987370973614 42.114118391352072)
,,,,,,-1,-1,-1,,,82495,5,true,false,,LSNAP00004,APR.04 / PUNTOS COINCIDENTES: (SDM.02.01)(SDM.11.01)(SDM.09.01)(ETR.01),2010-05-31T22:00:00Z,2006-01-14T23:00:00Z,1,true,Carretera,Aparcamiento Laguna de los Peces,3,1,1,true,3000,9,,5,true,false,POINT (-6.735120957478752 42.169054601799388)
,,,,,,-1,-1,-1,,,82496,5,true,false,,LSNAP00005,,2010-05-31T22:00:00Z,2008-01-14T23:00:00Z,1,true,Carretera,Aparcamiento de la Casa del Parque,3,1,1,true,5000,8,,5,true,false,POINT (-6.645238139826756 42.092893622056302)
,,,,,,-1,-1,-1,,,82497,5,true,false,,LSNAP00006,,2010-05-31T22:00:00Z,2009-01-14T23:00:00Z,1,true,Pista asfaltada,Aparcamiento de la Playa del Folgoso,2,1,1,true,1600,9,,12,true,false,POINT (-6.7013680870878 42.128890162391592)
,,,,,,-1,-1,-1,,,83547,5,true,false,,LVFAP00001,,2010-03-02T23:00:00Z,1994-12-31T23:00:00Z,1,true,,Casa del parque El Palomar,3,1,1,false,2000,4,,13,true,false,POINT (-5.594340316842161 41.855954133205515)
,,,,,,-1,-1,-1,,,83548,5,true,false,,LVFAP00002,,2011-06-09T22:00:00Z,2006-07-04T22:00:00Z,2,true,,Villarrín de Campos I,3,1,1,false,150,26,,1,true,false,POINT (-5.63887339642823 41.802276008229285)
,,,,,,-1,-1,-1,,,83549,5,true,false,,LVFAP00003,,2010-03-02T23:00:00Z,1990-12-31T23:00:00Z,1,true,,Otero,3,1,1,false,300,26,,1,false,true,POINT (-5.605205132272442 41.824297096493275)
,,,,,,-1,-1,-1,,,83550,5,true,false,,LVFAP00004,,2010-03-02T23:00:00Z,1994-12-31T23:00:00Z,1,true,,Aparcamiento del obervatorio Revellinos,3,1,1,false,400,26,,1,false,false,POINT (-5.560369034698271 41.863098121403802)
,,,,,,-1,-1,-1,,,83551,5,false,false,,LVFAP00005,,2010-03-02T23:00:00Z,2006-07-04T22:00:00Z,3,false,,Villarrín de Campos II,1,1,1,false,30,1,,3,false,false,POINT (-5.648770445533978 41.802116741464431)
,,,,,,-1,-1,-1,,,83552,5,true,false,,LVFAP00006,,2011-06-09T22:00:00Z,2006-07-04T22:00:00Z,2,false,,Aparcamiento autobuses Villafáfila,4,1,2,false,0,4,,6,false,false,POINT (-5.613359222514563 41.852995852858882)
,,,,,,-1,-1,-1,,,83685,5,true,false,,MDLAP00001,2 papeleras.,2009-11-25T23:00:00Z,2002-07-31T22:00:00Z,1,true,,Las Médulas,3,1,1,false,0,11,,14,false,true,POINT (-6.767424128787908 42.461491728665145)
,,,,,,-1,-1,-1,,,83686,5,true,false,,MDLAP00002,,2009-11-25T23:00:00Z,2002-07-31T22:00:00Z,3,true,,Orellán-El Valgón,3,1,1,false,0,11,,1,false,false,POINT (-6.745790604634249 42.459250110376054)
,,,,,,-1,-1,-1,,,83687,5,true,false,,MDLAP00003,En obras,2009-11-25T23:00:00Z,2002-07-31T22:00:00Z,1,true,,Casa del Parque,1,1,1,false,0,1,,6,false,false,POINT (-6.773689120709418 42.488070649851338)
,,,,,,-1,-1,-1,,,84175,5,true,false,,MOBAP00001,,2010-04-09T22:00:00Z,2006-10-13T22:00:00Z,1,false,,Montejo de San Miguel,2,1,2,false,0,9,,3,true,false,POINT (-3.26960252753929 42.764996964740895)
,,,,,,-1,-1,-1,,,84176,5,true,false,,MOBAP00002,,2010-04-09T22:00:00Z,2006-10-13T22:00:00Z,1,true,,Mirador Portillo de Busto,2,1,2,false,0,9,,5,true,false,POINT (-3.266711813632004 42.690285571980226)
,,,,,,-1,-1,-1,,,84177,5,true,false,,MOBAP00003,,2010-04-09T22:00:00Z,2006-10-13T22:00:00Z,1,true,,Herrán,1,1,1,false,0,1,,5,false,false,POINT (-3.229986426994444 42.820770825340233)
,,,,,,-1,-1,-1,,,84178,5,true,false,,MOBAP00004,,2010-04-09T22:00:00Z,2006-10-13T22:00:00Z,1,true,,Villafría de San Zadornil,3,1,1,false,0,9,,1,true,false,POINT (-3.195702480246366 42.834369656490743)
,,,,,,-1,-1,-1,,,84466,5,true,true,,MSTAP00001,"MUP. Punto de partida de las sendas: PR-BU-41 al mirador Esquina de Rubén y PR-BU-49 al aparcamiento de los Cipreses. Aparcamiento que da servicio a la Casa del Parque, donde se ubica aparca bicis. Contenedores cubiertos con caseta de piedra.",2010-01-27T23:00:00Z,2002-12-31T23:00:00Z,1,true,Pista forestal y senderos,Fuente Santiago,3,1,1,false,2700,9,,1,true,false,POINT (-3.000934551819423 42.94259012723419)
,,,,,,-1,-1,-1,,,84467,5,true,true,,MSTAP00002,"MUP. Punto de partida de las sendas: PR-BU-49 hacia el aparcamiento de Fuente Santiago; y senda peatonal alternativa a la pista hacia el aparcamiento de la MSTAP00003 de entrada al Monumento. Aparcamiento muy próximo al inicio de las sendas PR-BU-47 y PR-BU-48. Contenedorcubiertos con caseta de piedra.",2010-01-27T23:00:00Z,2002-12-31T23:00:00Z,1,true,Pista forestal y senderos,Los Cipreses,3,1,2,false,1000,9,,1,true,false,POINT (-3.015633891835892 42.941106766132975)
,,,,,,-1,-1,-1,,,84468,5,true,true,,MSTAP00003,MUP. Punto de partida de la senda peatonal alternativa a la pista hacia la Casa del Parque.  Contenedores cubiertos con caseta de piedra.,2010-01-27T23:00:00Z,2007-12-31T23:00:00Z,1,true,"Carretera nº BU-556, pista forestal y senderos",Aparcamiento de entrada,3,1,1,false,2000,9,,5,true,false,POINT (-3.034227375194694 42.939149619800418)
,,,,,,-1,-1,-1,,,84469,5,true,true,,MSTAP00004,MUP. Punto de partida de las sendas: PR-BU-46 al mirador Esquina Ruben y PR-BU-52 a la Vigen del Charlazo.  Contenedores cubiertos con caseta de piedra.,2010-01-27T23:00:00Z,2007-12-31T23:00:00Z,1,true,"Carretera nº BU-556, pista forestal y senderos",Virgen de Orduña,3,1,3,false,650,9,,1,true,false,POINT (-3.024644767108305 42.955002409980651)
,,,,,,-1,-1,-1,,,84470,5,true,true,,MSTAP00005,MUP. Zona habilitada para bajada de pasajeros del autobus,2010-01-27T23:00:00Z,2008-12-31T23:00:00Z,1,false,Carretera nº BU 556,Berberana,1,1,1,false,50,1,,14,false,false,POINT (-3.060150856421778 42.917864254893971)
,,,,,,-1,-1,-1,,,85043,5,true,false,,NCPAP00001,,2009-12-01T23:00:00Z,2001-05-16T22:00:00Z,1,true,,Cantarranas,3,1,2,false,0,11,,1,true,false,POINT (-4.748385410340324 42.060135988834688)
,,,,,,-1,-1,-1,,,85044,5,true,false,,NCPAP00002,,2009-12-01T23:00:00Z,2001-05-16T22:00:00Z,1,true,,Corralillos,3,1,2,false,0,11,,1,true,false,POINT (-4.765695859355179 42.073494732694201)
,,,,,,-1,-1,-1,,,85045,5,true,false,,NCPAP00003,,2009-12-01T23:00:00Z,2001-05-16T22:00:00Z,1,false,,Aparcamiento Discapacitados,3,1,1,false,0,11,,1,true,false,POINT (-4.742601515990956 42.063761829886907)
,,,,,,-1,-1,-1,,,85143,5,true,true,,OJGAP00002,"Da servicio a Cueva-Ermita San Bernabé e inicios Sendas PR-Bu31;PR-Bu32 y PR-Bu35 . Dos señales infraestructuras- Jardineras en tablas de maderas separadoras de plazas 14 unid.",2010-06-30T22:00:00Z,1997-12-31T23:00:00Z,1,true,Carretera asfaltada de la Diputación que comunica pueblo de Cueva con el Páramo de Villamartín.,Alto de la Concha,2,1,3,false,1200,9,,5,true,false,POINT (-3.664040350448726 43.033373118611159)
,,,,,,-1,-1,-1,,,85144,5,true,true,,OJGAP00003,"Da servicio a área recreativa,Cueva-Ermita San Bernabé y Sumidero Guareña. Panel informativo de infraestructuras.",2010-06-30T22:00:00Z,1997-12-31T23:00:00Z,1,true,Carretera asfaltada de la Diputación que comunica pueblo de Cueva con el Páramo de Villamartín.,Los Nogales,3,1,2,false,975,9,,5,true,false,POINT (-3.665734581919266 43.035668528747358)
,,,,,,-1,-1,-1,,,85145,5,true,true,,OJGAP00004,Da servicio a área recreativa y mirador del Alto de Retuerta.,2010-06-30T22:00:00Z,2006-12-31T23:00:00Z,1,true,Carretera asfaltada del Ayto. de la Merindad. de Sotoscueva. Comunica Páramo Villamartín con Valle de Valdebodres.,Alto de Retuerta,2,1,2,false,640,9,,5,true,false,POINT (-3.637661651502622 43.008525481569173)
,,,,,,-1,-1,-1,,,85775,5,true,false,,PEUAP00002,,2010-04-25T22:00:00Z,1999-11-29T23:00:00Z,1,true,,Boca de Huérgano,1,1,2,false,0,1,,1,true,true,POINT (-4.92355675429116 42.967688641639498)
,,,,,,-1,-1,-1,,,85776,5,true,false,,PEUAP00005,,2010-04-25T22:00:00Z,1999-11-29T23:00:00Z,1,false,,Collado de Panderruedas,1,1,2,false,0,1,,5,false,false,POINT (-4.981579221527838 43.124925211008659)
,,,,,,-1,-1,-1,,,85777,5,true,false,,PEUAP00006,,2010-04-25T22:00:00Z,1999-11-29T23:00:00Z,1,true,,CP Valdeburón,2,1,1,false,0,3,,10,true,true,POINT (-5.091376935855462 43.040858505863469)
,,,,,,-1,-1,-1,,,85778,5,true,false,,PEUAP00007,,2010-04-25T22:00:00Z,1999-11-29T23:00:00Z,1,true,,Ermita de Pedrosa del Rey,1,1,2,false,0,1,,1,true,true,POINT (-4.972784389848434 42.970252402615301)
,,,,,,-1,-1,-1,,,85779,5,true,false,,PEUAP00008,,2010-04-25T22:00:00Z,1999-11-29T23:00:00Z,1,true,,Ermita de Pegarúas,1,1,2,false,0,1,,1,true,true,POINT (-5.311478058694393 43.010003509067829)
,,,,,,-1,-1,-1,,,85780,5,true,false,,PEUAP00010,,2010-04-25T22:00:00Z,1999-11-29T23:00:00Z,1,false,,Ermita Virgen de las Nieves,1,1,2,false,0,1,,7,true,false,POINT (-5.268338206684232 43.004075617588079)
,,,,,,-1,-1,-1,,,85781,5,true,false,,PEUAP00011,,2010-04-25T22:00:00Z,1999-11-29T23:00:00Z,1,true,,Ermita Virgen de Quintanilla,1,1,2,false,0,1,,1,true,true,POINT (-5.009964388515302 42.958103816349926)
,,,,,,-1,-1,-1,,,85782,5,true,false,,PEUAP00012,,2010-04-25T22:00:00Z,1999-11-29T23:00:00Z,1,true,,Las Salas,1,1,2,false,0,1,,1,true,true,POINT (-5.105065103057735 42.934021474307762)
,,,,,,-1,-1,-1,,,85783,5,true,false,,PEUAP00014,,2010-04-25T22:00:00Z,1999-11-29T23:00:00Z,1,false,,Lois,1,1,2,false,0,1,,5,false,false,POINT (-5.146665104957619 42.981946658563963)
,,,,,,-1,-1,-1,,,85784,5,true,false,,PEUAP00015,,2010-04-25T22:00:00Z,1999-11-29T23:00:00Z,1,false,,Matapiojos,1,1,2,false,0,1,,5,false,false,POINT (-4.922981770463737 42.970432306954429)
,,,,,,-1,-1,-1,,,85785,5,true,false,,PEUAP00016,,2010-04-25T22:00:00Z,1999-11-29T23:00:00Z,1,true,,Mirador de Huelde,1,1,2,false,0,1,,1,true,true,POINT (-5.057098632701263 42.940407198739983)
,,,,,,-1,-1,-1,,,85786,5,true,false,,PEUAP00017,,2010-04-25T22:00:00Z,1999-11-29T23:00:00Z,1,true,,Mirador de Orpiñas,1,1,2,false,0,1,,1,true,true,POINT (-4.82178821833701 43.052657230323064)
,,,,,,-1,-1,-1,,,85787,5,true,false,,PEUAP00018,,2010-04-25T22:00:00Z,1999-11-29T23:00:00Z,1,true,,Mirva,1,1,2,false,0,1,,1,true,true,POINT (-5.059703270986729 43.027965368760491)
,,,,,,-1,-1,-1,,,85788,5,true,false,,PEUAP00019,,2010-04-25T22:00:00Z,1999-11-29T23:00:00Z,1,true,,Puerto de Picones,1,1,2,false,0,1,,1,true,true,POINT (-4.866634328895957 42.91883814203014)
,,,,,,-1,-1,-1,,,85789,5,true,false,,PEUAP00020,,2010-04-25T22:00:00Z,1999-11-29T23:00:00Z,1,true,,Puerto de San Glorio,1,1,2,false,0,1,,1,true,true,POINT (-4.765774306621291 43.066776874266324)
,,,,,,-1,-1,-1,,,85790,5,true,false,,PEUAP00021,,2010-04-25T22:00:00Z,1999-11-29T23:00:00Z,1,true,,Reyero,1,1,2,false,0,1,,1,true,true,POINT (-5.204508518708606 42.949778433162436)
,,,,,,-1,-1,-1,,,85791,5,true,false,,PEUAP00022,,2010-04-25T22:00:00Z,1999-11-29T23:00:00Z,1,true,,Suelta Grande,1,1,2,false,0,1,,1,true,true,POINT (-4.881908827857168 43.011744330595398)
,,,,,,-1,-1,-1,,,85792,5,true,false,,PEUAP00023,,2010-04-25T22:00:00Z,1999-11-29T23:00:00Z,1,true,,Valcabrero,1,1,2,false,0,1,,1,true,true,POINT (-5.301581672015518 42.919139497162121)
,,,,,,-1,-1,-1,,,85793,5,true,false,,PEUAP00024,,2010-04-25T22:00:00Z,1999-11-29T23:00:00Z,1,true,,Iglesia de la Puerta,1,1,2,false,0,1,,7,true,false,POINT (-5.01148598824978 42.975424905283255)
,,,,,,-1,-1,-1,,,85794,5,true,false,,PEUAP00025,,2010-04-25T22:00:00Z,1999-11-29T23:00:00Z,1,false,,Fuente la Turriente,1,1,2,false,0,1,,5,false,false,POINT (-5.143194987417307 43.069979270676278)
,,,,,,-1,-1,-1,,,85795,5,true,false,,PEUAP00026,,2010-04-25T22:00:00Z,1999-11-29T23:00:00Z,1,false,,Mirador Los Fontanales,1,1,2,false,0,1,,5,false,false,POINT (-5.28222758891571 42.9275842567612)
,,,,,,-1,-1,-1,,,85796,5,true,false,,PEUAP00027,,2010-04-25T22:00:00Z,1999-11-29T23:00:00Z,1,false,,Mirador Vegamián,1,1,2,false,0,1,,5,false,false,POINT (-5.280883466437975 42.934583419647069)
,,,,,,-1,-1,-1,,,85797,5,true,false,,PEUAP00028,,2010-04-25T22:00:00Z,1999-11-29T23:00:00Z,1,false,,Mirador Valdeón,1,1,2,false,0,1,,5,false,false,POINT (-4.968195642457069 43.129616751159624)
,,,,,,-1,-1,-1,,,88831,5,true,false,,RCDAP00001,,2011-06-12T22:00:00Z,2009-11-08T23:00:00Z,1,true,,Senda de los Almendros,2,1,1,false,200,9,,1,false,false,POINT (-5.268695671010748 41.393910519930522)
,,,,,,-1,-1,-1,,,88951,5,true,false,,SCLAP00006,,2010-05-27T22:00:00Z,2009-01-14T23:00:00Z,1,true,Pista Cabrejas-Muriel,Fuente Pedro,1,1,1,true,0,4,,1,true,false,POINT (-2.84252240087112 41.741134960030344)
,,,,,,-1,-1,-1,,,88952,5,true,false,,SCLAP00007,Hay caseta cubrecontenedor.,2010-05-27T22:00:00Z,2009-01-14T23:00:00Z,1,true,Pista Cabrejas-Muriel,Molino Ranero,1,1,1,true,0,4,,1,true,true,POINT (-2.850031884018013 41.771148750938146)
,,,,,,-1,-1,-1,,,88953,5,true,false,,SCLAP00008,,2010-05-27T22:00:00Z,2000-07-10T22:00:00Z,1,true,Carretera vecinal SO-P-5026,Sabinar de Calatañazor,1,1,3,true,0,4,,5,true,false,POINT (-2.843846033306164 41.715989254002878)
,,,,,,-1,-1,-1,,,89011,5,true,false,,SGRAP00001,,2010-06-30T22:00:00Z,1996-06-19T22:00:00Z,3,false,"Carretera de Arenas a Candeleda Km 16, desvío indicado a la derecha y 3,4 km de pista asfaltada.",Arbillas,1,1,2,false,300,1,,3,false,false,POINT (-5.146849316721161 40.185788915388876)
,,,,,,-1,-1,-1,,,89012,5,true,false,,SGRAP00002,"Al final de pista asfaltada al Monasterio, paseo muy frecuentado en Arenas.",2010-06-30T22:00:00Z,1996-06-19T22:00:00Z,1,false,"Carretera asfaltada del Monasterio de San Pedro de Alcantara, a 2,9 km del cruce con el pueblo de Arenas de San Pedro",Monastrio de San Pedro,3,1,2,false,750,3,,5,false,false,POINT (-5.077293721779173 40.231856293956874)
,,,,,,-1,-1,-1,,,89013,5,true,true,,SGRAP00003,"En las cercanias del Area Recreativa, pasado el puente sobre el rio Pelayos",2010-06-30T22:00:00Z,1996-06-19T22:00:00Z,1,true,"En la carretera de Arenas a Candeleda, AV/924, kilómetro   al cruzar el puente del rio Pelayos a la derecha",Pelayos1,3,1,1,false,300,9,,5,true,true,POINT (-5.112478962207733 40.201335585604802)
,,,,,,-1,-1,-1,,,89014,5,true,true,,SGRAP00004,"De tierra y en cuesta, sombreado en verano",2010-06-30T22:00:00Z,1996-06-19T22:00:00Z,1,true,"En la carretera de Arenas a Candeleda, AV/924, kilómetro   antes de cruzar el rio Pelayos a la izquierda en una zona llana debajo de arboles",Pelayos2,3,1,2,false,350,11,,3,true,true,POINT (-5.11151087571175 40.201526439800382)
,,,,,,-1,-1,-1,,,89015,5,false,false,,SGRAP00005,En la carretera a el Hornillo,2010-06-30T22:00:00Z,1996-06-19T22:00:00Z,3,false,"En la carretera de Arenas a El Hornillo, Km 1, a la salida del pueblo en una zona de tierra cercana al rio Arenal",Piscina natural,3,1,2,false,300,11,,9,true,false,POINT (-5.095822213241258 40.216672566180669)
,,,,,,-1,-1,-1,,,89016,5,false,false,,SGRAP00006,,2010-06-30T22:00:00Z,1996-06-19T22:00:00Z,3,false,"Carretera de Arenas a Candeleda Km 16, a ambos lados de la carretera y antes del puente",Río Arbillas,1,1,2,false,700,1,,5,false,false,POINT (-5.146444779392346 40.18260087759019)
,,,,,,-1,-1,-1,,,89017,5,true,true,,SGRAP00007,"Muy pequeño, en el inicio de la entrada a la sierra de Bohoyo, muy cerca del campo de futbol. Punto inicio de senda ""Garganta de Bohoyo""",2010-06-30T22:00:00Z,1996-06-19T22:00:00Z,1,true,"Por la carretera de Bohoyo a Navamediana, tomar la pista de tierra y unos 600 metros mas adelante cerca del campo de futbol.",Garganta de Bohoyo,2,1,2,false,220,3,,9,true,false,POINT (-5.425626789468522 40.309387851208641)
,,,,,,-1,-1,-1,,,89018,5,true,false,,SGRAP00008,"Situado poco antes del castro Celta, con caseta de informacion",2010-06-30T22:00:00Z,1996-06-19T22:00:00Z,4,false,"Desde el pueblo del Raso por la pista de asfalto hacia el Castro Celta, a 3,4 kilómetros del pueblo",Castro Celta el Freillo,1,1,2,false,200,1,,1,false,false,POINT (-5.353214804851288 40.181175247758901)
,,,,,,-1,-1,-1,,,89019,5,true,false,,SGRAP00009,"En el casco urbano de Candeleda, muy utilizado y sombreado.",2010-06-30T22:00:00Z,1996-06-19T22:00:00Z,1,false,En el pueblo de Candeleda por la calle que va al convento y despues por una calle que conduce directamente a el Charco Carreras,Charco Carreras,1,1,2,false,2000,1,,3,false,false,POINT (-5.243671999338797 40.164182451943063)
,,,,,,-1,-1,-1,,,89076,5,true,false,,SGRAP00066,"En el Area Recreativa, en una de las orillas del río Tormes",2010-06-30T22:00:00Z,1996-06-19T22:00:00Z,1,true,"Carrtera de Hoyos del Espino a Barco de Avila, en el cruce de",La Puente,1,1,1,false,500,1,,16,true,true,POINT (-5.323942901302288 40.341282032921448)
,,,,,,-1,-1,-1,,,89020,5,true,false,,SGRAP00010,la entrada del camping de Guisando y en el mirador a el valle del rio Pelayos,2010-06-30T22:00:00Z,1996-06-19T22:00:00Z,1,true,"Por la carretera C.501 de Candeleda a Madrigal de la Vera, en el pk 24,9 se toma a la derecha un desvío que señaliza el área y se dirige a El Raso..",Los Riveros,3,1,2,false,1200,31,,15,true,false,POINT (-5.309758760662652 40.159852017876815)
,,,,,,-1,-1,-1,,,89021,5,true,false,,SGRAP00011,Aparcamiento,2010-06-30T22:00:00Z,1996-06-19T22:00:00Z,4,true,"Por la carretera C.501 de Candeleda a Madrigal de la Vera, en el pk 24,9 se toma a la derecha un desvío que señaliza el área y se dirige a El Raso..",San Francisco de Asís.,1,1,2,false,400,1,,15,true,false,POINT (-5.309008524584465 40.161272268814429)
,,,,,,-1,-1,-1,,,89022,5,false,false,,SGRAP00012,En la plazoleta de entrada al monasterio,2010-06-30T22:00:00Z,1996-06-19T22:00:00Z,1,true,Carretera de Chilla desde Candeleda.,Santuario de Nuestra Señora de Chilla2,1,1,2,false,200,1,,5,true,false,POINT (-5.294289541551517 40.183242929705862)
,,,,,,-1,-1,-1,,,89023,5,false,false,,SGRAP00013,"En una finca llana de pasto ceracana al monasterio, utilizado en las fechas de la romeria, el primer fin de semana de septiembre",2010-06-30T22:00:00Z,1996-06-19T22:00:00Z,4,false,Carretera de Chilla desde Candeleda.,Santuario de Nuestra Señora de Chilla2,1,1,2,false,5000,1,,3,false,false,POINT (-5.295035491492547 40.183187922560919)
,,,,,,-1,-1,-1,,,89024,5,false,false,,SGRAP00014,"Collado en la divisoria de términos municipales entre el Arenal y Cuevas del valle, punto de inicio de la senda del puerto del Arenal y de la senda de la Rubia dese el Arenal",2010-06-30T22:00:00Z,1996-06-19T22:00:00Z,4,false,"Carretera del Arenal al puerto del Pico, por pista asfaltada",Alto de la Centenera,1,1,2,false,200,1,,3,false,false,POINT (-5.061040055530349 40.287729848186878)
