Name,description,timestamp,begin,end,altitudeMode,tessellate,extrude,visibility,drawOrder,icon,atr_gr_id,atr_gr_tipo,atr_gr_visible,atr_gr_tiene_q,atr_gr_alerta,equip_a_codigo,equip_a_observaciones,equip_a_estado_fecha,equip_a_fecha_declaracion,estado_id,equip_b_senalizacion_ext,equip_b_acceso_modo,equip_b_nombre,cerramiento_id,acc_id,acc_dis_id,equip_b_tiene_interes,equip_b_superficie_aprox,cerramiento_material_id,web,otro_punto_interes_tipo,otro_punto_interes_descripcion,OGR_GEOM_WKT
,,,,,,-1,-1,-1,,,79600,13,true,false,,HERPI00280,,2009-12-31T23:00:00Z,2004-08-25T22:00:00Z,3,false,A pie,Chozo pastoril,1,2,2,false,0,4,,2,Chozo pastoril,POINT (-3.800352945869262 42.85225221552114)
,,,,,,-1,-1,-1,,,79601,13,true,false,,HERPI00281,,2009-12-31T23:00:00Z,2004-08-25T22:00:00Z,3,false,A pie,Chozo pastoril,1,2,2,false,0,4,,2,Chozo pastoril,POINT (-3.802235418225396 42.848285731887884)
,,,,,,-1,-1,-1,,,79602,13,true,false,,HERPI00282,,2009-12-31T23:00:00Z,2004-08-25T22:00:00Z,3,false,Camino,Juliones,1,1,2,false,0,4,,2,"Aljibe, fuente y abrevadero",POINT (-3.804050391504044 42.856116578196385)
,,,,,,-1,-1,-1,,,79603,13,true,false,,HERPI00283,,2009-12-31T23:00:00Z,2004-08-25T22:00:00Z,3,false,A pie,Chozo pastoril,1,2,2,false,0,4,,2,Chozo pastoril,POINT (-3.806648850634551 42.848867080367796)
,,,,,,-1,-1,-1,,,79604,13,true,false,,HERPI00284,,2009-12-31T23:00:00Z,2004-08-25T22:00:00Z,3,false,A pie camino,Chozo pastoril,1,1,2,false,0,4,,2,Chozo y corral,POINT (-3.804334874919557 42.844083553768066)
,,,,,,-1,-1,-1,,,79605,13,true,false,,HERPI00285,,2009-12-31T23:00:00Z,2004-08-25T22:00:00Z,3,true,A pie camino,Chozos de Orbaneja,1,1,2,false,0,4,,2,Chozos,POINT (-3.799747248127556 42.840405518315656)
,,,,,,-1,-1,-1,,,79606,13,true,false,,HERPI00286,,2009-12-31T23:00:00Z,2004-08-25T22:00:00Z,3,false,Camino,La Laguna,1,1,2,false,0,4,,2,"Aljibe, fuente y abrevadero",POINT (-3.7993095159684 42.843470367709479)
,,,,,,-1,-1,-1,,,79607,13,true,false,,HERPI00288,,2009-12-31T23:00:00Z,2004-08-25T22:00:00Z,3,false,Camino,Chozo y corral,1,1,2,false,0,4,,2,Corrales y chozo pastoril,POINT (-3.793311219770379 42.848104772329314)
,,,,,,-1,-1,-1,,,79608,13,true,false,,HERPI00289,,2009-12-31T23:00:00Z,2004-08-25T22:00:00Z,3,false,Camino,Chozo comunal,1,1,2,false,0,4,,2,Chozo comunal,POINT (-3.792534093140136 42.849541991138558)
,,,,,,-1,-1,-1,,,79609,13,true,false,,HERPI00290,,2009-12-31T23:00:00Z,2004-08-25T22:00:00Z,3,false,Camino,Corral y descansadero,3,1,2,false,0,3,,2,Corral y descansadero,POINT (-3.792533862884915 42.849523982208439)
,,,,,,-1,-1,-1,,,79610,13,true,false,,HERPI00291,,2009-12-31T23:00:00Z,2004-08-25T22:00:00Z,4,false,Camino,Chozos de Orbaneja,1,1,2,false,0,4,,2,Chozos,POINT (-3.78339649723582 42.841202961135629)
,,,,,,-1,-1,-1,,,79611,13,true,false,,HERPI00292,,2009-12-31T23:00:00Z,2004-08-25T22:00:00Z,4,false,Camino,Cuadras,1,1,2,false,0,4,,2,Cuadras,POINT (-3.783660396852477 42.841750477022821)
,,,,,,-1,-1,-1,,,79612,13,true,false,,HERPI00294,,2009-12-31T23:00:00Z,2004-08-25T22:00:00Z,4,false,Camino,Fuente Ralí,2,1,2,false,0,3,,2,"Corral, fuente y abrevadero",POINT (-3.796683940083966 42.804837917192515)
,,,,,,-1,-1,-1,,,79613,13,true,false,,HERPI00298,,2009-12-31T23:00:00Z,2004-08-25T22:00:00Z,4,false,A pie,Cruz de enebro,1,2,2,false,0,4,,2,Cruz de enebro,POINT (-3.753809996321416 42.828352906679434)
,,,,,,-1,-1,-1,,,79614,13,true,false,,HERPI00300,,2009-12-31T23:00:00Z,2004-08-25T22:00:00Z,1,false,Camino,Monolito,1,1,2,false,0,4,,2,Monumento a los muertos de la guerra civil,POINT (-3.78019676251998 42.838793384219372)
,,,,,,-1,-1,-1,,,79615,13,true,false,,HERPI00301,,2009-12-31T23:00:00Z,2004-08-25T22:00:00Z,4,false,Camino,Puente de Villanueva Rampalay,1,1,2,false,0,4,,2,Puente medieval,POINT (-3.730777243756236 42.840200104806485)
,,,,,,-1,-1,-1,,,79616,13,true,false,,HERPI00305,,2009-12-31T23:00:00Z,2004-08-25T22:00:00Z,3,false,Carretera,Molino,1,1,2,false,0,4,,2,Molino,POINT (-3.712756058443488 42.854370945898729)
,,,,,,-1,-1,-1,,,79617,13,true,false,,HERPI00307,,2009-12-31T23:00:00Z,2004-08-25T22:00:00Z,4,false,Calle,Bolera,1,1,1,false,0,4,,2,Bolera,POINT (-3.703711773572336 42.863071943419804)
,,,,,,-1,-1,-1,,,79618,13,true,false,,HERPI00309,,2009-12-31T23:00:00Z,2004-08-25T22:00:00Z,1,false,Carretera,S. Ciprián y Sta. Justina,1,1,2,false,0,4,,2,Iglesia,POINT (-3.722619461048049 42.837415215012278)
,,,,,,-1,-1,-1,,,79619,13,true,false,,HERPI00311,,2009-12-31T23:00:00Z,2004-08-25T22:00:00Z,1,false,Calle,Lavadero,2,1,1,false,0,3,,2,Lavadero,POINT (-3.683666176699025 42.838086684858958)
,,,,,,-1,-1,-1,,,79620,13,true,false,,HERPI00312,,2009-12-31T23:00:00Z,2004-08-25T22:00:00Z,1,false,Calle,La Plaza,1,1,1,false,0,4,,2,Fuente y abrevadero,POINT (-3.683851500027119 42.838247673486542)
,,,,,,-1,-1,-1,,,79621,13,true,false,,HERPI00314,,2009-12-31T23:00:00Z,2004-08-25T22:00:00Z,1,false,Carretera,Cruz de los Caidos,1,1,1,false,0,4,,2,Crucero de piedra,POINT (-3.685068908073484 42.837682067528156)
,,,,,,-1,-1,-1,,,79622,13,true,false,,HERPI00315,,2009-12-31T23:00:00Z,2004-08-25T22:00:00Z,3,false,A pie,Eras de trilla,1,2,2,false,0,4,,2,Eras de trilla,POINT (-3.685372908279786 42.837509147575702)
,,,,,,-1,-1,-1,,,79623,13,true,false,,HERPI00316,,2009-12-31T23:00:00Z,2004-08-25T22:00:00Z,4,false,A pie,Pico Casares,1,2,2,false,0,4,,2,Restos de un castro,POINT (-3.683763821909049 42.855817503882925)
,,,,,,-1,-1,-1,,,79624,13,true,false,,HERPI00320,,2009-12-31T23:00:00Z,2004-08-25T22:00:00Z,3,false,A pie,La Vaquera,1,2,2,false,0,4,,2,Pozo fuente,POINT (-3.661460290065025 42.853318990073781)
,,,,,,-1,-1,-1,,,79625,13,true,false,,HERPI00324,,2009-12-31T23:00:00Z,2004-08-25T22:00:00Z,3,false,Camino,Sta Marina,1,1,2,false,0,4,,2,Fuente y abrevadero,POINT (-3.668726826687243 42.825738581712578)
,,,,,,-1,-1,-1,,,79626,13,true,false,,HERPI00325,,2009-12-31T23:00:00Z,2004-08-25T22:00:00Z,3,false,Calle,Potro,1,1,1,false,0,4,,2,Potro,POINT (-3.683733113820126 42.838608592346702)
,,,,,,-1,-1,-1,,,79627,13,true,false,,HERPI00326,,2009-12-31T23:00:00Z,2004-08-25T22:00:00Z,3,false,Camino,Chozo pastoril,1,1,2,false,0,4,,2,Chozo pastoril,POINT (-3.679085290153469 42.852207218791499)
,,,,,,-1,-1,-1,,,79628,13,true,false,,HERPI00327,,2009-12-31T23:00:00Z,2004-08-25T22:00:00Z,3,false,Camino,Los Moros,1,1,2,false,0,4,,2,Fuente,POINT (-3.678173312086416 42.852752940767971)
,,,,,,-1,-1,-1,,,79629,13,true,false,,HERPI00328,,2009-12-31T23:00:00Z,2004-08-25T22:00:00Z,4,false,A pie,Chozo pastoril,1,2,2,false,0,4,,2,Chozo pastoril,POINT (-3.6743811047378 42.854063094238789)
,,,,,,-1,-1,-1,,,79630,13,true,false,,HERPI00329,,2009-12-31T23:00:00Z,2004-08-25T22:00:00Z,4,false,A pie,Chozo pastoril,1,2,2,false,0,4,,2,Chozo pastoril,POINT (-3.675936183536479 42.849632333355096)
,,,,,,-1,-1,-1,,,79631,13,true,false,,HERPI00331,,2009-12-31T23:00:00Z,2004-08-25T22:00:00Z,3,false,A pie,Cortavientos,1,2,2,false,0,4,,2,Cortavientos,POINT (-3.657539824930187 42.847190965154724)
,,,,,,-1,-1,-1,,,79632,13,true,false,,HERPI00334,,2009-12-31T23:00:00Z,2004-08-25T22:00:00Z,3,false,A pie,Fuente Vedón,1,2,2,false,0,4,,2,"Fuente, pilón y charca",POINT (-3.658110704809613 42.83986638290208)
,,,,,,-1,-1,-1,,,79633,13,true,false,,HERPI00276,,2009-12-31T23:00:00Z,2004-08-25T22:00:00Z,4,false,Camino,San Tirso,1,1,2,false,0,4,,2,Ermita en ruinas,POINT (-3.808467870431074 42.849457602606137)
,,,,,,-1,-1,-1,,,79634,13,true,false,,HERPI00297,,2009-12-31T23:00:00Z,2004-08-25T22:00:00Z,3,false,Camino,Iglesia,1,1,1,false,0,4,,2,Iglesia,POINT (-3.757978767699524 42.83509736772379)
,,,,,,-1,-1,-1,,,79635,13,true,false,,HERPI00302,,2009-12-31T23:00:00Z,2004-08-25T22:00:00Z,4,false,Carretera,S. Roque,1,1,2,false,0,4,,2,Ermita,POINT (-3.7207690433546 42.844550060224407)
,,,,,,-1,-1,-1,,,79636,13,true,false,,HERPI00122,previa cita se puede visitar,2010-04-30T22:00:00Z,2004-08-25T22:00:00Z,3,true,Desde la carretera de Ayoluengo.,La Central del petróleo,3,3,1,false,0,12,,4,Central del petróleo,POINT (-3.883720080905879 42.747182795406019)
,,,,,,-1,-1,-1,,,79637,13,true,false,,HERPI00303,,2009-12-31T23:00:00Z,2004-08-25T22:00:00Z,3,false,Carretera,S Pedro,1,1,2,false,0,4,,2,Iglesia,POINT (-3.715689683893245 42.851912217757764)
,,,,,,-1,-1,-1,,,79638,13,true,false,,HERPI00306,,2009-12-31T23:00:00Z,2004-08-25T22:00:00Z,3,false,Calle,La Magdalena,2,2,2,false,0,3,,2,Iglesia barroca,POINT (-3.703425639128262 42.862668465285175)
,,,,,,-1,-1,-1,,,79639,13,true,false,,HERPI00310,,2009-12-31T23:00:00Z,2004-08-25T22:00:00Z,4,false,Carretera,Sta Isabel,1,2,2,false,0,4,,2,Ermita,POINT (-3.722588418002304 42.829499753863416)
,,,,,,-1,-1,-1,,,79640,13,true,false,,HERPI00313,,2009-12-31T23:00:00Z,2004-08-25T22:00:00Z,1,false,Calle,Sta Mª. La Mayor,2,1,2,false,0,3,,2,Iglesia,POINT (-3.68380315275806 42.838301994013712)
,,,,,,-1,-1,-1,,,79641,13,true,false,,HERPI00321,,2009-12-31T23:00:00Z,2004-08-25T22:00:00Z,4,false,A pie,S. Miguel,1,2,2,false,0,4,,2,Iglesia,POINT (-3.690837279223482 42.797474642184511)
,,,,,,-1,-1,-1,,,79642,13,true,false,,HERPI00322,,2009-12-31T23:00:00Z,2004-08-25T22:00:00Z,3,false,Calle,Ermita,1,1,2,false,0,4,,2,Ermita,POINT (-3.690854203284947 42.800095098921709)
,,,,,,-1,-1,-1,,,79643,13,true,false,,HERPI00323,,2009-12-31T23:00:00Z,2004-08-25T22:00:00Z,3,false,Camino,Sta. Marina,1,1,2,false,0,4,,2,Ermita,POINT (-3.668846731845901 42.826647418423825)
,,,,,,-1,-1,-1,,,79644,13,true,false,,HERPI00332,,2009-12-31T23:00:00Z,2004-08-25T22:00:00Z,4,true,Camino,Virgen del Ebro,1,1,2,false,0,4,,2,Ermita,POINT (-3.756390470965527 42.786109880148572)
,,,,,,-1,-1,-1,,,79645,13,true,false,,HERPI00304,,2009-12-31T23:00:00Z,2004-08-25T22:00:00Z,3,false,Calle,Escudos tallados en piedra en fachadas,1,1,1,false,0,4,,2,Escudos tallados en piedra en fachadas,POINT (-3.714716532417908 42.852431597105806)
,,,,,,-1,-1,-1,,,79646,13,true,false,,HERPI00009,,2010-05-06T22:00:00Z,2010-05-17T22:00:00Z,3,false,Por Bascones,Iglesia de Bascones,4,1,2,true,0,4,,2,,POINT (-3.781120166211395 42.868562619617123)
,,,,,,-1,-1,-1,,,79647,13,true,false,,HERPI00010,En obras,2010-05-06T22:00:00Z,2004-08-25T22:00:00Z,1,false,en coche por Ailanes,Iglesia románica,4,1,2,true,0,4,,2,,POINT (-3.740701741833691 42.864968047110388)
,,,,,,-1,-1,-1,,,79648,13,true,false,,HERPI00011,,2010-05-06T22:00:00Z,2010-05-17T22:00:00Z,4,false,Por Bascones,Ermita,4,2,2,true,0,4,,2,,POINT (-3.781935972508469 42.870150959343277)
,,,,,,-1,-1,-1,,,79649,13,true,false,,HERPI00012,Se quemó en el incendio forestal,2010-05-06T22:00:00Z,2004-08-25T22:00:00Z,4,false,,Ermita Barriolacuesta,4,1,2,true,0,4,,2,,POINT (-3.73191777145718 42.864403184775519)
,,,,,,-1,-1,-1,,,79650,13,true,false,,HERPI00013,,2010-05-06T22:00:00Z,2004-08-25T22:00:00Z,4,false,A pie,Iglesia San Pedro en Robledo de Zamanzas,4,2,2,true,0,4,,2,,POINT (-3.729748391759097 42.854826540120627)
,,,,,,-1,-1,-1,,,79651,13,true,false,,HERPI00137,,2010-05-31T22:00:00Z,2004-08-25T22:00:00Z,3,false,Desde Santa Cruz al páramo de la Berezosa,Asentamiento Histórico en ruinas,1,3,2,false,0,4,,2,Asentamiento Histórico en ruinas,POINT (-3.877629121839779 42.649656336168455)
,,,,,,-1,-1,-1,,,79652,13,true,false,,HERPI00014,,2010-05-06T22:00:00Z,2004-08-25T22:00:00Z,1,false,A pie,Iglesia Villanueva Rampalay,4,2,2,true,0,4,,2,,POINT (-3.731065595297211 42.837825365758185)
,,,,,,-1,-1,-1,,,79653,13,true,false,,HERPI00015,,2010-05-06T22:00:00Z,1898-12-31T23:00:00Z,1,false,A pie,Iglesia de Gallejones,4,2,2,true,0,4,,2,,POINT (-3.754249931606692 42.849606844948852)
,,,,,,-1,-1,-1,,,79654,13,true,false,,HERPI00021,Ermita de Nuestra Señora de las Candelas. En el nº 48 del pueblo. Actualmente cerrada.,2010-05-08T22:00:00Z,2004-08-25T22:00:00Z,3,true,A la izq. De la crta. De San Miguel de C.,Ermita de Nuestra Señora de las Candelas,1,1,2,true,0,1,,2,Iglesia en medio de San Miguel de Cornezuelo,POINT (-3.728020743653606 42.895288600907847)
,,,,,,-1,-1,-1,,,79655,13,true,false,,HERPI00141,,2010-04-30T22:00:00Z,2004-08-25T22:00:00Z,1,false,A la entrada de Pradanos por la carretera,El Alisar de Royuelo,1,3,1,false,0,4,,3,"Alisar. Grupo de alisos en 0,5 has",POINT (-3.958987377172774 42.697336101223122)
,,,,,,-1,-1,-1,,,79656,13,true,false,,HERPI00022,La iglesia actualmente se encuentra en ruinas,2010-05-09T22:00:00Z,2004-08-25T22:00:00Z,4,false,"Desde Manzanedillo a Cidad, a la izq.",Iglesia de Manzanedillo,1,2,2,true,0,1,,2,Iglesia en ruinas,POINT (-3.694017829159741 42.891717643733678)
,,,,,,-1,-1,-1,,,79657,13,true,false,,HERPI00023,Aparenta buen estado.,2010-05-09T22:00:00Z,2004-08-25T22:00:00Z,1,true,"En medio del pueblo, hacia el monte y a la izq.",Iglesia de Cidad de Ebro,1,1,2,true,0,1,,2,Iglesia,POINT (-3.713177729320499 42.890078022694489)
,,,,,,-1,-1,-1,,,79658,13,true,false,,HERPI00024,Iglesia o ermita de Cidad de Ebro,2010-05-09T22:00:00Z,2004-08-25T22:00:00Z,1,true,"Desde el pueblo hacia el monte U.P. 660, a la dcha.",Iglesia o ermita de Cidad de Ebro,1,1,2,true,0,1,,2,Iglesia o ermita de Cidad de Ebro,POINT (-3.714130095742753 42.889828947736234)
,,,,,,-1,-1,-1,,,79659,13,true,false,,HERPI00025,Se encuentra en buen estado.,2010-05-09T22:00:00Z,2004-08-25T22:00:00Z,1,true,,Iglesia de Vallejo,1,1,2,true,0,1,,2,Iglesia románica de Vallejo,POINT (-3.725846272254271 42.879057180209941)
,,,,,,-1,-1,-1,,,79660,13,true,false,,HERPI00026,Buen estado,2010-05-09T22:00:00Z,2004-08-25T22:00:00Z,1,true,En medio del pueblo,Iglesia de San Juan de Arreba,1,1,2,true,0,1,,2,Iglesia románica de Arreba,POINT (-3.756213860148735 42.890189050636259)
,,,,,,-1,-1,-1,,,79661,13,true,false,,HERPI00027,Iglesia románica de Crespos,2010-05-25T22:00:00Z,2004-08-25T22:00:00Z,1,false,En medio del pueblo,Iglesia de Crespos,1,1,2,true,0,1,,11,Iglesia románica,POINT (-3.783979667867108 42.897161323476631)
,,,,,,-1,-1,-1,,,79662,13,true,false,,HERPI00028,,2010-05-25T22:00:00Z,2004-08-25T22:00:00Z,1,false,Con vehículo hasta la puerta,Iglesia de Cueva de Manzanedo,1,1,1,true,0,1,,11,Iglesia románica de Cueva de Manzanedo,POINT (-3.71036984243249 42.902585559268474)
,,,,,,-1,-1,-1,,,79663,13,true,false,,HERPI00029,,2010-05-25T22:00:00Z,2004-08-25T22:00:00Z,3,false,Con vehículo,Molino,1,1,1,true,0,1,,2,Molino de agua,POINT (-3.728023008005086 42.906932172571366)
,,,,,,-1,-1,-1,,,79664,13,true,false,,HERPI00030,,2010-05-28T22:00:00Z,2004-08-25T22:00:00Z,3,false,Con vehículo hasta ella,Iglesia de Consortes.,1,1,1,true,0,1,,11,Iglesia románica de Consortes.,POINT (-3.731144958401147 42.903670444314237)
,,,,,,-1,-1,-1,,,79665,13,true,false,,HERPI00032,,2010-02-28T23:00:00Z,2004-08-25T22:00:00Z,4,false,Al inicio del Track-9-Marzo-10,El molino,4,3,2,true,0,4,,2,Molino particular en ruinas,POINT (-3.928243844190181 42.698832132884419)
,,,,,,-1,-1,-1,,,79666,13,true,false,,HERPI00033,,2010-02-28T23:00:00Z,2004-08-25T22:00:00Z,4,false,En el Track-9-Marzo-10,La Central,4,3,2,true,0,4,,2,Central eléctrica en ruinas,POINT (-3.923565234303126 42.69783433791563)
,,,,,,-1,-1,-1,,,79667,13,true,false,,HERPI00034,Necesario limpiar el entorno de la fuentona y mejorar el acceso.,2010-02-28T23:00:00Z,2004-08-25T22:00:00Z,4,false,,La Fuentona,4,3,2,true,0,4,,7,Manantial de gran belleza,POINT (-3.918183927226591 42.702164161083012)
,,,,,,-1,-1,-1,,,79668,13,true,false,,HERPI00035,,2010-02-28T23:00:00Z,2004-08-25T22:00:00Z,4,false,Senda del Rudrón. Track-9-Marzo-10 o Track-26-Mayo-10-02,Presa del molino Rasgabragas,1,3,2,true,0,4,,2,Presa molinar en ruinas,POINT (-3.907418316048834 42.699035043623788)
,,,,,,-1,-1,-1,,,79669,13,true,false,,HERPI00036,No hay ningún acceso para llegar a este punto. Es necesario acondicionar una senda desde Hoyos,2010-02-28T23:00:00Z,2004-08-25T22:00:00Z,3,false,Antes de llegar a Hoyos del Tozo,Valdecastro,4,3,2,true,0,4,,1,Formaciones calizas de gran belleza,POINT (-3.957428439873772 42.708704899123248)
,,,,,,-1,-1,-1,,,79670,13,true,false,,HERPI00037,,2010-03-31T22:00:00Z,2004-08-25T22:00:00Z,1,false,A la entrada de Hoyos,Santa María,4,3,1,true,0,4,,2,Iglesia del siglo XIII.,POINT (-3.95006622571816 42.709567684436593)
,,,,,,-1,-1,-1,,,79671,13,true,false,,HERPI00038,,2010-03-31T22:00:00Z,2004-08-25T22:00:00Z,3,false,Siguiendo el camino de la Iglesia aguas arriba del Rudrón,La Coladera,4,3,1,true,0,4,,7,Cascada,POINT (-3.949339834941097 42.710780424481925)
,,,,,,-1,-1,-1,,,79672,13,true,false,,HERPI00039,,2010-03-31T22:00:00Z,2004-08-25T22:00:00Z,4,false,Desde Hoyos al manantial de la Hoya. Track-4-Abril-10-02,Manantial,4,3,2,true,0,4,,7,Manantial,POINT (-3.945771631747073 42.712223785534647)
,,,,,,-1,-1,-1,,,79673,13,true,false,,HERPI00040,,2010-03-31T22:00:00Z,2004-08-25T22:00:00Z,3,false,Desde Hoyos al manantial de la Hoya. Track-4-Abril-10-02,La Hoya,4,3,2,true,0,4,,7,Manantial de interés especial por la formación geológica.,POINT (-3.944673901484186 42.713115369129184)
,,,,,,-1,-1,-1,,,79674,13,true,false,,HERPI00041,"Es también un punto peligroso por el cortado, es necesario señalizar.",2010-03-31T22:00:00Z,2004-08-25T22:00:00Z,1,false,De Hoyos camino a Ceniceros. Track-4-Abril-10-03,La Curacada,4,3,2,true,0,4,,1,Arco de piedra y cueva,POINT (-3.939874470581959 42.707436459094623)
,,,,,,-1,-1,-1,,,79675,13,true,false,,HERPI00042,Restaurado,2010-03-31T22:00:00Z,2004-08-25T22:00:00Z,1,false,De La Rad a Santa Coloma,El Tejo,1,3,2,true,0,4,,2,Caseto de pastores,POINT (-3.909596645677783 42.674288957057122)
,,,,,,-1,-1,-1,,,79676,13,true,false,,HERPI00043,Restaurado,2010-03-31T22:00:00Z,2004-08-25T22:00:00Z,1,false,De La Rad a Moradillo del Castillo,El Calero,1,3,2,true,0,4,,2,Caseto de pastores,POINT (-3.903683636886342 42.681441027245064)
,,,,,,-1,-1,-1,,,79677,13,true,false,,HERPI00165,Se encuentra en muy mal estado de consevación.,2010-06-30T22:00:00Z,2004-08-25T22:00:00Z,4,false,Sin Acceso. Desde la berezosa.Pinar de Santa Cruz,Lobera,1,3,2,false,0,4,,2,Lobera,POINT (-3.875513937424564 42.669322394645789)
,,,,,,-1,-1,-1,,,79678,13,true,false,,HERPI00166,Construido con el Proyecto LIVE de conservación del Águila Perdicera.,2010-06-30T22:00:00Z,1995-01-14T23:00:00Z,1,true,En el camino de Santa Coloma a La Rad,Vivar de Santa Coloma,3,3,1,false,0,12,,8,Vivar de conejos,POINT (-3.890726195490429 42.67836361694561)
,,,,,,-1,-1,-1,,,79679,13,true,false,,HERPI00167,Construido con el Proyecto LIVE de conservación del Águila Perdicera,2010-06-30T22:00:00Z,2004-08-25T22:00:00Z,1,true,"Páramo de Hoyos. Carretera de La Lora, por el pinar de Valdeajos y Barrio",Vivar de Conejos,3,3,1,false,0,12,,8,,POINT (-3.93967466675259 42.715236730174041)
,,,,,,-1,-1,-1,,,79680,13,true,false,,HERPI00168,,2010-06-15T22:00:00Z,2004-08-25T22:00:00Z,1,false,,Cuevas Piscarciano,4,3,2,false,0,4,,1,,POINT (-3.775429139737072 42.943946797546822)
,,,,,,-1,-1,-1,,,79681,13,true,false,,HERPI00169,,2010-06-15T22:00:00Z,2004-08-25T22:00:00Z,1,false,,Cuevas Piscarciano,4,3,2,false,0,4,,1,,POINT (-3.780461606720904 42.944497921139615)
,,,,,,-1,-1,-1,,,79682,13,true,false,,HERPI00170,,2010-06-15T22:00:00Z,2004-08-25T22:00:00Z,1,false,,Cuevas Piscarciano,4,3,2,false,0,4,,1,,POINT (-3.780992159795741 42.944773457953318)
,,,,,,-1,-1,-1,,,79683,13,true,false,,HERPI00171,,2010-06-15T22:00:00Z,2004-08-25T22:00:00Z,1,false,,Iglesia Munilla,4,3,2,false,0,4,,11,,POINT (-3.774163055774052 42.913329213197727)
,,,,,,-1,-1,-1,,,79684,13,true,false,,HERPI00172,,2010-06-15T22:00:00Z,2004-08-25T22:00:00Z,1,false,,Monumento Sagardía,4,3,2,false,0,4,,17,,POINT (-3.828580295683056 42.893911535600729)
,,,,,,-1,-1,-1,,,79685,13,true,false,,HERPI00173,,2010-06-15T22:00:00Z,2004-08-25T22:00:00Z,1,false,,Tumbas,4,3,2,false,0,4,,2,Tumbas del s.IX,POINT (-3.7734255416642 42.912154534528867)
,,,,,,-1,-1,-1,,,79686,13,true,false,,HERPI00174,,2010-06-15T22:00:00Z,2004-08-25T22:00:00Z,1,false,,Desfiladero Las Palancas,4,3,2,false,0,4,,1,,POINT (-3.761021448972724 42.909671223345505)
,,,,,,-1,-1,-1,,,79687,13,true,false,,HERPI00175,,2010-06-15T22:00:00Z,2004-08-25T22:00:00Z,1,false,,Desfiladero Las Palancas,4,3,2,false,0,4,,1,,POINT (-3.75924659220013 42.909791069693249)
,,,,,,-1,-1,-1,,,79688,13,true,false,,HERPI00176,,2009-12-31T23:00:00Z,2004-08-25T22:00:00Z,1,false,calle,San Roque,1,1,2,false,0,4,,2,ermita,POINT (-3.8035985564426 42.708737964351059)
,,,,,,-1,-1,-1,,,79689,13,true,false,,HERPI00177,,2009-12-31T23:00:00Z,2004-08-25T22:00:00Z,4,false,calle,San Miguel,2,1,2,false,0,12,,2,iglesia en ruinas,POINT (-3.803852051541677 42.709456623689846)
,,,,,,-1,-1,-1,,,79690,13,true,false,,HERPI00178,,2009-12-31T23:00:00Z,2004-08-25T22:00:00Z,4,false,calle,San Juan,1,1,2,false,0,4,,2,iglesia,POINT (-3.807944874391856 42.711499084509668)
,,,,,,-1,-1,-1,,,79691,13,true,false,,HERPI00179,,2009-12-31T23:00:00Z,2004-08-25T22:00:00Z,3,false,calle,Hornillo,1,1,2,false,0,4,,7,cascada,POINT (-3.810565323493667 42.711111344952037)
,,,,,,-1,-1,-1,,,79692,13,true,false,,HERPI00180,,2009-12-31T23:00:00Z,2004-08-25T22:00:00Z,3,false,calle,Santa María,1,1,2,false,0,4,,2,iglesia,POINT (-3.802968281352022 42.709102603867997)
,,,,,,-1,-1,-1,,,79693,13,true,false,,HERPI00044,Restaurado,2010-03-31T22:00:00Z,2004-08-25T22:00:00Z,1,false,De La Rad a Moradillo del Castillo,El Calero,1,3,2,true,0,4,,2,Caseto de pastores con corral,POINT (-3.902531766682888 42.683656432473093)
,,,,,,-1,-1,-1,,,79694,13,true,false,,HERPI00182,,2009-12-31T23:00:00Z,2004-08-25T22:00:00Z,4,true,A pie,Aguas termales de Valdelateja,1,2,2,false,0,4,,1,Pila de baño,POINT (-3.776267156538273 42.771172027732383)
,,,,,,-1,-1,-1,,,79695,13,true,false,,HERPI00045,Sin restaurar,2010-03-31T22:00:00Z,2004-08-25T22:00:00Z,4,false,De La Rad a Moradillo del Castillo,El Calero,1,3,2,true,0,4,,2,Corral de pastores,POINT (-3.902075636643614 42.683344836802789)
,,,,,,-1,-1,-1,,,79696,13,true,false,,HERPI00184,,2009-12-31T23:00:00Z,2004-08-25T22:00:00Z,1,false,Carretera,Puente de Pesquera de Ebro,1,1,2,false,0,4,,2,Puente medieval sobre el Ebro,POINT (-3.721703272798647 42.801786943912056)
,,,,,,-1,-1,-1,,,79697,13,true,false,,HERPI00046,Sin restaurar,2010-03-31T22:00:00Z,2004-08-25T22:00:00Z,4,false,De La Rad a Moradillo del Castillo,El Calero,1,3,2,true,0,4,,2,Corral de pastores,POINT (-3.903330153515683 42.684001349116691)
,,,,,,-1,-1,-1,,,79698,13,true,false,,HERPI00047,Restaurado,2010-03-31T22:00:00Z,2004-08-25T22:00:00Z,1,false,De La Rad a Moradillo del Castillo,El Calero,1,3,2,true,0,4,,2,Caseto de pastores,POINT (-3.898857917406268 42.685360326589823)
,,,,,,-1,-1,-1,,,79699,13,true,false,,HERPI00048,Manantial sin acceso.,2010-03-31T22:00:00Z,2004-08-25T22:00:00Z,4,false,Desde el camino de Santa Coloma o La Rad a los roturos de Moradillo,Manantial El Calero,1,3,2,true,0,4,,7,Manantial natural,POINT (-3.894402979860237 42.685386195619323)
