Name,description,timestamp,begin,end,altitudeMode,tessellate,extrude,visibility,drawOrder,icon,atr_gr_id,atr_gr_tipo,atr_gr_visible,atr_gr_tiene_q,atr_gr_alerta,equip_a_codigo,equip_a_observaciones,equip_a_estado_fecha,equip_a_fecha_declaracion,estado_id,equip_b_senalizacion_ext,equip_b_acceso_modo,equip_b_nombre,cerramiento_id,acc_id,acc_dis_id,equip_b_tiene_interes,equip_b_superficie_aprox,cerramiento_material_id,web,refugio_tipo,refugio_uso,refugio_actividad,refugio_capacidad_pernoctar,refugio_servicio_comida,OGR_GEOM_WKT
,,,,,,-1,-1,-1,,,86129,14,false,false,,PEURF00222,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Cable,4,3,2,false,0,4,,2,3,Ganadería,false,false,POINT (-4.940726363900485 43.107241683339851)
,,,,,,-1,-1,-1,,,86130,14,false,false,,PEURF00026,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Cácavo,4,3,2,false,0,4,,7,3,,false,false,POINT (-5.336931980640173 43.04322399073628)
,,,,,,-1,-1,-1,,,86131,14,false,false,,PEURF00027,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Camino Wamba,4,3,2,false,0,4,,7,3,,false,false,POINT (-5.364425551327522 43.073291669333443)
,,,,,,-1,-1,-1,,,86132,14,false,false,,PEURF00223,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Campistro,4,3,2,false,0,4,,7,3,,false,false,POINT (-4.890186117333739 42.956494649949732)
,,,,,,-1,-1,-1,,,86133,14,false,false,,PEURF00030,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,3,false,,Campo la Puerta,4,1,2,false,0,4,,2,1,Varios,true,false,POINT (-5.032802654005261 42.915670615079698)
,,,,,,-1,-1,-1,,,86134,14,false,false,,PEURF00031,Paraje: Campomuelle,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Campomuelle,4,3,2,false,0,4,,2,3,Ganadería,false,false,POINT (-5.351889597893351 43.009028225291338)
,,,,,,-1,-1,-1,,,86135,14,false,false,,PEURF00033,Paraje: Carcedo,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Carcedo,4,3,2,false,0,4,,8,3,Ganadería,false,false,POINT (-5.120321286965287 43.087871022399995)
,,,,,,-1,-1,-1,,,86136,14,false,false,,PEURF00225,Caseta madera elevada,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Carrerina blanca,4,3,2,false,0,4,,2,2,Caza,false,false,POINT (-5.214335284945503 43.009797781514756)
,,,,,,-1,-1,-1,,,86137,14,false,false,,PEURF00034,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Casa de Lodares,4,3,2,false,0,4,,7,3,,false,false,POINT (-5.25602928814055 42.941868375247047)
,,,,,,-1,-1,-1,,,86138,14,false,false,,PEURF00036,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Caseta Collada,4,3,2,false,0,4,,7,3,,false,false,POINT (-5.065618034909513 42.973552595427961)
,,,,,,-1,-1,-1,,,86139,14,false,false,,PEURF00037,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Caseta de la captación,4,3,2,false,0,4,,7,3,,false,false,POINT (-4.96893701406006 43.007174829824308)
,,,,,,-1,-1,-1,,,86140,14,false,false,,PEURF00038,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Caseta de la Salsa,4,3,2,false,0,4,,7,3,,false,false,POINT (-4.954240635556934 42.992718784957653)
,,,,,,-1,-1,-1,,,86141,14,false,false,,PEURF00226,Ganaderia,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Castillejo,4,3,2,false,0,4,,2,3,Ganadería,false,false,POINT (-5.044112561153409 43.009115058309028)
,,,,,,-1,-1,-1,,,86142,14,false,false,,PEURF00227,No enviado archivo anterior,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Cerranzana,4,3,2,false,0,4,,2,3,,false,false,POINT (-5.106231786172517 43.069142582916882)
,,,,,,-1,-1,-1,,,86143,14,false,false,,PEURF00042,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Cervencia,4,3,2,false,0,4,,7,3,,false,false,POINT (-5.211836923401986 43.02518164758321)
,,,,,,-1,-1,-1,,,86144,14,false,false,,PEURF00043,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Collada de Lois,4,3,2,false,0,4,,7,3,,false,false,POINT (-4.792625457582009 43.058171908604443)
,,,,,,-1,-1,-1,,,86145,14,false,false,,PEURF00228,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Collada Dobres,4,3,2,false,0,4,,7,3,,false,false,POINT (-4.985390520335778 43.15067472385779)
,,,,,,-1,-1,-1,,,86146,14,false,false,,PEURF00229,Tiene ficha hecha,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Collada San Martín,4,3,2,false,0,4,,2,3,,false,false,POINT (-5.014825739353667 42.906545838190141)
,,,,,,-1,-1,-1,,,86147,14,true,false,,PEURF00044,Paraje: Collado Jermoso,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Collado Jermoso (Federacion De Montaña),4,3,2,false,0,4,,3,1,Montañismo,false,false,POINT (-4.869441984994846 43.173005724707089)
,,,,,,-1,-1,-1,,,86148,14,false,false,,PEURF00045,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,3,false,,Collado San Martín,4,1,2,false,0,4,,2,1,Varios,true,false,POINT (-5.014851420281389 42.906551155577681)
,,,,,,-1,-1,-1,,,86149,14,false,false,,PEURF00046,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Corcollorudo,4,3,2,false,0,4,,2,2,Caza,false,false,POINT (-4.899653076877478 42.910049847721218)
,,,,,,-1,-1,-1,,,86150,14,false,false,,PEURF00231,Tiene ficha hecha,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Corral de los lobos,4,3,2,false,0,4,,2,3,,false,false,POINT (-4.990869645123381 42.904475939264472)
,,,,,,-1,-1,-1,,,86152,14,false,false,,PEURF00051,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Cueto Luengo,4,3,2,false,0,4,,6,3,Ganadería,false,false,POINT (-5.134346636100513 42.980973783647755)
,,,,,,-1,-1,-1,,,86153,14,false,false,,PEURF00054,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,El Bustio,4,3,2,false,0,4,,7,3,,false,false,POINT (-5.277516799570369 42.92516401319866)
,,,,,,-1,-1,-1,,,86154,14,false,false,,PEURF00055,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,3,false,,El Busto,4,1,2,false,0,4,,2,1,varios,true,false,POINT (-5.004446570565988 42.870102543568336)
,,,,,,-1,-1,-1,,,86155,14,false,false,,PEURF00234,Ganaderia,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,El Collado-Majada Uña,4,3,2,false,0,4,,2,3,Ganadería,false,false,POINT (-5.151854733224901 43.089549466055963)
,,,,,,-1,-1,-1,,,86156,14,false,false,,PEURF00058,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,El Corral,4,3,2,false,0,4,,6,3,Ganadería,false,false,POINT (-5.061575587347457 42.945789309030431)
,,,,,,-1,-1,-1,,,86157,14,false,false,,PEURF00059,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,3,false,,El Corral de los Lobos,4,1,2,false,0,4,,2,1,Varios,true,false,POINT (-4.990886542857849 42.904494293015169)
,,,,,,-1,-1,-1,,,86158,14,false,false,,PEURF00235,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,El Lito,4,3,2,false,0,4,,7,3,,false,false,POINT (-4.916132422740942 42.927337258832331)
,,,,,,-1,-1,-1,,,86159,14,false,false,,PEURF00237,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,El Pleito,4,3,2,false,0,4,,2,3,,false,false,POINT (-4.78744455753186 43.020940885391987)
,,,,,,-1,-1,-1,,,86160,14,false,false,,PEURF00063,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,El Venero,4,3,2,false,0,4,,2,3,Ganadería,false,false,POINT (-4.845911167226743 42.956398066374057)
,,,,,,-1,-1,-1,,,86161,14,false,false,,PEURF00065,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Entrevados-Valle de Pinz?n,4,3,2,false,0,4,,6,3,,false,false,POINT (-4.792625457582009 43.058171908604443)
,,,,,,-1,-1,-1,,,86162,14,false,false,,PEURF00238,Ganaderia,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Erendia,4,3,2,false,0,4,,2,3,Ganadería,false,false,POINT (-5.134584436645831 43.026948086416034)
,,,,,,-1,-1,-1,,,86163,14,false,false,,PEURF00067,Paraje: Fontasquesa,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Fontasquesa,4,3,2,false,0,4,,2,3,Ganadería,false,false,POINT (-5.246306506790781 43.035958898357634)
,,,,,,-1,-1,-1,,,86164,14,false,false,,PEURF00239,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Freñana,4,3,2,false,0,4,,7,3,,false,false,POINT (-4.969675244643513 43.099081882147097)
,,,,,,-1,-1,-1,,,86165,14,false,false,,PEURF00240,Hecho 2001,2011-06-12T22:00:00Z,2000-12-31T23:00:00Z,2,false,,Gustalapiedra,4,3,2,false,0,4,,2,3,Ganadería,false,false,POINT (-4.816098745421288 42.98191586757499)
,,,,,,-1,-1,-1,,,86166,14,false,false,,PEURF00241,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Gustamentero,4,3,2,false,0,4,,2,3,Ganadería,false,false,POINT (-4.826138047519759 42.992019271488239)
,,,,,,-1,-1,-1,,,86167,14,false,false,,PEURF00242,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Isoba,4,3,2,false,0,4,,2,3,Ganadería,false,false,POINT (-5.315741902954874 43.044160928298297)
,,,,,,-1,-1,-1,,,86168,14,false,false,,PEURF00243,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,La Boria,4,3,2,false,0,4,,7,3,,false,false,POINT (-4.861429741356343 43.058388077923951)
,,,,,,-1,-1,-1,,,86169,14,false,false,,PEURF00244,ganaderia,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,La Cebada,4,3,2,false,0,4,,2,3,Ganadería,false,false,POINT (-4.97308151593283 43.088039940097495)
,,,,,,-1,-1,-1,,,86170,14,false,false,,PEURF00075,Paraje: La Fonfria,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,La Fonfria,4,3,2,false,0,4,,2,3,Ganadería,false,false,POINT (-5.116858710194506 43.094841784262798)
,,,,,,-1,-1,-1,,,86171,14,false,false,,PEURF00245,Caseta madera elevada,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,La Guaria,4,3,2,false,0,4,,2,3,Caza,false,false,POINT (-5.282532266222165 43.043751977189636)
,,,,,,-1,-1,-1,,,86172,14,false,false,,PEURF00076,Paraje: La Horcada,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,La Horcada,4,3,2,false,0,4,,2,3,Ganadería,false,false,POINT (-5.134169800662028 43.081584873401667)
,,,,,,-1,-1,-1,,,86173,14,false,false,,PEURF00077,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,4,false,,La Majada del Codijal,4,1,2,false,0,4,,2,1,Varios,true,false,POINT (-4.927975670750005 42.90921839913463)
,,,,,,-1,-1,-1,,,86174,14,false,false,,PEURF00247,caseta madera elevada,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,La Oscura,4,3,2,false,0,4,,2,2,Caza,false,false,POINT (-5.235149883739441 43.015632974248518)
,,,,,,-1,-1,-1,,,86175,14,false,false,,PEURF00078,Paraje: La Pared,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,La Pared,4,3,2,false,0,4,,2,3,Ganadería,false,false,POINT (-5.173536712618255 43.038524075478492)
,,,,,,-1,-1,-1,,,86176,14,false,false,,PEURF00079,Paraje: La Prada (El Joberon),2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,La Prada,4,3,2,false,0,4,,2,3,Ganadería,false,false,POINT (-4.914070597707727 42.9994147470127)
,,,,,,-1,-1,-1,,,86177,14,false,false,,PEURF00082,Abierto 24h,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,La Traviesa,4,3,2,false,0,4,,6,1,Ganadería,false,false,POINT (-5.096306182523696 42.947681712853651)
,,,,,,-1,-1,-1,,,86178,14,false,false,,PEURF00083,Paraje: Lago Isoba,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Lago Isoba,4,3,2,false,0,4,,6,1,Otro,false,false,POINT (-5.321034069885966 43.061597138383661)
,,,,,,-1,-1,-1,,,86179,14,false,false,,PEURF00084,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Las Biescas,4,3,2,false,0,4,,7,3,,false,false,POINT (-4.792625457582009 43.058171908604443)
,,,,,,-1,-1,-1,,,86180,14,false,false,,PEURF00248,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Las Colladillas,4,3,2,false,0,4,,2,2,Caza,false,false,POINT (-5.304288028653333 43.016401752754042)
,,,,,,-1,-1,-1,,,86181,14,false,false,,PEURF00086,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,3,false,,Las Coronas,4,1,2,false,0,4,,2,1,Varios,true,false,POINT (-4.996895445614529 42.879284347728678)
,,,,,,-1,-1,-1,,,86182,14,false,false,,PEURF00249,tiene ficha hecha,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Las Coronas,4,3,2,false,0,4,,2,3,,false,false,POINT (-4.996864330018457 42.879274234774002)
,,,,,,-1,-1,-1,,,86183,14,false,false,,PEURF00088,Madera o piedra,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Las Hazas,4,3,2,false,0,4,,6,3,,false,false,POINT (-4.792625457582009 43.058171908604443)
,,,,,,-1,-1,-1,,,86184,14,false,false,,PEURF00090,Paraje: Las Rebequeras,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Las Rebequeras,4,3,2,false,0,4,,6,1,Otro,false,false,POINT (-5.113888929712949 42.943155587089493)
,,,,,,-1,-1,-1,,,86185,14,false,false,,PEURF00092,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Lechada,4,3,2,false,0,4,,7,3,,false,false,POINT (-4.924516880913894 43.072702487144021)
,,,,,,-1,-1,-1,,,86186,14,false,false,,PEURF00093,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Lillo,4,3,2,false,0,4,,7,3,,false,false,POINT (-5.313361186104155 43.020320280795012)
,,,,,,-1,-1,-1,,,86187,14,false,false,,PEURF00250,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Liordes,4,3,2,false,0,4,,7,3,,false,false,POINT (-4.849680700636797 43.151739103798818)
,,,,,,-1,-1,-1,,,86188,14,false,false,,PEURF00251,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Llabeño,4,3,2,false,0,4,,8,3,,false,false,POINT (-5.021410954299253 43.146043292992047)
,,,,,,-1,-1,-1,,,86189,14,false,false,,PEURF00252,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Llaete,4,3,2,false,0,4,,2,3,,false,false,POINT (-5.087002850584125 43.119947527442172)
,,,,,,-1,-1,-1,,,86190,14,false,false,,PEURF00098,Abierto 24h,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Llampas,4,3,2,false,0,4,,6,1,Ganadería,false,false,POINT (-5.090187402192286 42.902687098380554)
,,,,,,-1,-1,-1,,,86191,14,false,false,,PEURF00099,Abierto 24h,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Llampiellas,4,3,2,false,0,4,,6,1,Ganadería,false,false,POINT (-5.093702249478871 42.905234097554825)
,,,,,,-1,-1,-1,,,86192,14,false,false,,PEURF00253,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Llanas del Monte,4,3,2,false,0,4,,2,2,,false,false,POINT (-5.279570099188076 43.071377199290453)
,,,,,,-1,-1,-1,,,86193,14,false,false,,PEURF00101,Abierto 24h,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Llorada,4,3,2,false,0,4,,6,1,Ganadería,false,false,POINT (-5.11454106740765 42.997224998834682)
,,,,,,-1,-1,-1,,,86194,14,false,false,,PEURF00102,Paraje: Llos,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Llos,4,3,2,false,0,4,,2,3,Ganadería,false,false,POINT (-4.957587342578468 43.160751662924447)
,,,,,,-1,-1,-1,,,86195,14,false,false,,PEURF00103,Cerrado,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Lois,4,3,2,false,0,4,,6,2,Ganadería,false,false,POINT (-5.126363774428654 42.982031378438641)
,,,,,,-1,-1,-1,,,86196,14,false,false,,PEURF00104,Paraje: Los Acebos,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Los Acebos,4,3,2,false,0,4,,2,2,Ganadería,false,false,POINT (-4.856229712309116 42.954569571633407)
,,,,,,-1,-1,-1,,,86197,14,false,false,,PEURF00105,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,3,false,,Los Casares,4,1,2,false,0,4,,2,1,Varios,true,false,POINT (-5.007493364037658 42.893461519826609)
,,,,,,-1,-1,-1,,,86198,14,false,false,,PEURF00106,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Los casares,4,3,2,false,0,4,,7,3,,false,false,POINT (-4.973497218867523 42.996397553426235)
,,,,,,-1,-1,-1,,,86199,14,false,false,,PEURF00107,Abierto 24h,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Los Castros,4,3,2,false,0,4,,6,1,Ganadería,false,false,POINT (-5.125228562204824 42.964517846404398)
,,,,,,-1,-1,-1,,,86200,14,false,false,,PEURF00109,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Los Hoyos,4,3,2,false,0,4,,7,3,Ganadería,false,false,POINT (-5.146012938140404 43.022252202710348)
,,,,,,-1,-1,-1,,,86201,14,false,false,,PEURF00110,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Los Hoyos aprisco,4,3,2,false,0,4,,8,3,Ganadería,false,false,POINT (-5.146692844456381 43.022088205526479)
,,,,,,-1,-1,-1,,,86202,14,false,false,,PEURF00111,Solo se observa antigua planta,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Los Llanos,4,3,2,false,0,4,,6,4,Turismo,false,false,POINT (-5.182213658828923 42.897352303806869)
,,,,,,-1,-1,-1,,,86203,14,false,false,,PEURF00255,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Los Muelles,4,3,2,false,0,4,,8,3,Ganadería,false,false,POINT (-4.933359672935749 42.935757430684625)
,,,,,,-1,-1,-1,,,86204,14,false,false,,PEURF00112,Paraje: Los Portales (Valdosin),2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Los Portales,4,3,2,false,0,4,,9,3,Ganadería,false,false,POINT (-5.210973844754724 43.020669103335585)
,,,,,,-1,-1,-1,,,86205,14,false,false,,PEURF00113,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Los Portales (Aprisco),4,3,2,false,0,4,,8,3,Ganadería,false,false,POINT (-5.2101484118775 43.020675376598852)
,,,,,,-1,-1,-1,,,86206,14,false,false,,PEURF00114,Paraje: Luriana Alta,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Luriana Alta,4,3,2,false,0,4,,2,3,Ganadería,false,false,POINT (-4.827217028991643 43.084475228447658)
,,,,,,-1,-1,-1,,,86207,14,false,false,,PEURF00115,Paraje: Luriana Baja,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Luriana Baja,4,3,2,false,0,4,,2,3,Ganadería,false,false,POINT (-4.8472739864345 43.08468807766063)
,,,,,,-1,-1,-1,,,86208,14,false,false,,PEURF00117,Paraje: Machoril,2011-06-12T22:00:00Z,1998-01-14T23:00:00Z,2,false,,Machoril (Caseta),4,3,2,false,0,4,,2,3,Ganadería,false,false,POINT (-4.845658561418446 42.991081480089868)
,,,,,,-1,-1,-1,,,86209,14,false,false,,PEURF00236,,2011-06-12T22:00:00Z,1998-01-14T23:00:00Z,2,false,,Machorril (Aprisco),4,3,2,false,0,4,,8,3,Ganadería,false,false,POINT (-4.845565069232313 42.991191900346408)
,,,,,,-1,-1,-1,,,86210,14,false,false,,PEURF00118,Paraje: Puerto De Maganaves,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Maganaves,4,3,2,false,0,4,,2,3,Ganadería,false,false,POINT (-4.850609841776008 42.982919249383208)
,,,,,,-1,-1,-1,,,86211,14,false,false,,PEURF00256,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Majada Arriba (Naranco),4,3,2,false,0,4,,7,3,Ganadería,false,false,POINT (-4.754664926362259 43.045775169723207)
,,,,,,-1,-1,-1,,,86212,14,false,false,,PEURF00266,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Majada de Borín,4,3,2,false,0,4,,7,3,Ganadería,false,false,POINT (-5.054023565545934 43.001510775564178)
,,,,,,-1,-1,-1,,,86213,14,false,false,,PEURF00127,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Majada del Tío Serafín,4,3,2,false,0,4,,7,3,,false,false,POINT (-5.233038364974759 42.971083626689001)
,,,,,,-1,-1,-1,,,86214,14,false,false,,PEURF00257,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Majada Lario,4,3,2,false,0,4,,2,3,,false,false,POINT (-5.156661763480189 43.090762961848071)
,,,,,,-1,-1,-1,,,86215,14,false,false,,PEURF00258,No enviado archivo anterior,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Majada Lario (Riosol),4,3,2,false,0,4,,7,3,,false,false,POINT (-5.176499230668219 43.075224142656694)
,,,,,,-1,-1,-1,,,86216,14,false,false,,PEURF00267,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Majada los Hoyos,4,3,2,false,0,4,,7,3,Varios,false,false,POINT (-5.159961802815329 43.019428066228208)
,,,,,,-1,-1,-1,,,86217,14,false,false,,PEURF00259,Ganaderia,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Majada Montó (Las Hazas),4,3,2,false,0,4,,2,3,Ganadería,false,false,POINT (-4.916971840731136 43.072198169456342)
,,,,,,-1,-1,-1,,,86218,14,false,false,,PEURF00260,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Majada Polvoredo,4,3,2,false,0,4,,7,3,,false,false,POINT (-5.158680062295855 43.088828240921401)
,,,,,,-1,-1,-1,,,86219,14,false,false,,PEURF00261,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Majada Prada,4,3,2,false,0,4,,7,3,,false,false,POINT (-4.876192303245048 43.101318038899031)
,,,,,,-1,-1,-1,,,86220,14,false,false,,PEURF00262,Ganadería (en listado antes Camperas),2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Majada Redihorno,4,3,2,false,0,4,,2,3,Ganadería,false,false,POINT (-5.09265446550685 42.962796526314946)
,,,,,,-1,-1,-1,,,86221,14,false,false,,PEURF00263,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Majada Rozas,4,3,2,false,0,4,,7,3,,false,false,POINT (-4.797663512190677 43.067661361658281)
,,,,,,-1,-1,-1,,,86222,14,false,false,,PEURF00264,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Majada Santa Marina,4,3,2,false,0,4,,7,3,,false,false,POINT (-4.86696473882163 43.123500697968424)
,,,,,,-1,-1,-1,,,86223,14,false,false,,PEURF00265,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Majada Vieja (Vallorza),4,3,2,false,0,4,,7,3,,false,false,POINT (-4.875683501879971 43.055616463202092)
,,,,,,-1,-1,-1,,,86224,14,false,false,,PEURF00268,caseta madera elevada,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Mataferrera,4,3,2,false,0,4,,2,3,Caza,false,false,POINT (-5.281527064354306 43.024261958889973)
,,,,,,-1,-1,-1,,,86225,14,false,false,,PEURF00269,Ganaderia,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Melendrín,4,3,2,false,0,4,,2,3,Ganadería,false,false,POINT (-5.129109769669059 43.069908419188074)
,,,,,,-1,-1,-1,,,86226,14,false,false,,PEURF00133,Paraje: Mirva,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Mirva-Rabanal,4,3,2,false,0,4,,2,3,Ganadería,false,false,POINT (-4.792625457582009 43.058171908604443)
,,,,,,-1,-1,-1,,,86227,14,false,false,,PEURF00134,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,3,false,,Monte Oscuro,4,1,2,false,0,4,,2,1,Varios,true,false,POINT (-4.991814796302409 42.920002287200731)
,,,,,,-1,-1,-1,,,86228,14,false,false,,PEURF00136,Paraje: Monte Ranedo,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Monte Ranedo,4,3,2,false,0,4,,6,1,Otro,false,false,POINT (-5.083597147928384 43.047801503467142)
,,,,,,-1,-1,-1,,,86229,14,false,false,,PEURF00270,Ganaderia,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Monte Viejo,4,3,2,false,0,4,,2,3,Ganadería,false,false,POINT (-4.907057084612693 42.903373100065444)
,,,,,,-1,-1,-1,,,86230,14,false,false,,PEURF00140,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Monto abajo,4,3,2,false,0,4,,7,3,,false,false,POINT (-4.917962715424299 43.113306013798258)
,,,,,,-1,-1,-1,,,86231,14,false,false,,PEURF00141,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Monto arriba,4,3,2,false,0,4,,7,3,,false,false,POINT (-4.920237524540764 43.111645933411516)
,,,,,,-1,-1,-1,,,86232,14,false,false,,PEURF00142,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,3,false,,Montolaya,4,1,2,false,0,4,,2,1,Varios,true,false,POINT (-4.948925583178106 42.920605960879783)
,,,,,,-1,-1,-1,,,86233,14,false,false,,PEURF00272,Ganaderia,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Morro Las Vegas,4,3,2,false,0,4,,2,3,Ganadería,false,false,POINT (-5.009322983250302 43.043535686000872)
,,,,,,-1,-1,-1,,,86234,14,false,false,,PEURF00273,Ganaderia,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Mostajal,4,3,2,false,0,4,,2,3,Ganadería,false,false,POINT (-4.844905976948726 43.097657341170297)
,,,,,,-1,-1,-1,,,86235,14,false,false,,PEURF00144,,2011-06-12T22:00:00Z,1995-05-29T22:00:00Z,2,false,,Muñenes,4,3,2,false,0,4,,7,3,,false,false,POINT (-5.090275383392199 43.091614355909627)
